Date,Start_Hour,End_Hour,Production,Source,Day_of_Year,Day_Name,Month_Name,Season
6/13/2022,3,4,3888,Wind,164,Monday,June,Summer
12/6/2020,0,1,3896,Wind,341,Sunday,December,Winter
12/26/2022,23,0,5200,Wind,360,Monday,December,Winter
7/7/2022,18,19,8067,Wind,188,Thursday,July,Summer
9/27/2021,16,17,10010,Wind,270,Monday,September,Fall
1/29/2024,18,19,7099,Wind,29,Monday,January,Winter
3/25/2024,21,22,8820,Wind,85,Monday,March,Spring
12/27/2022,9,10,4677,Wind,361,Tuesday,December,Winter
12/3/2021,18,19,11102,Wind,337,Friday,December,Winter
4/4/2023,15,16,10833,Solar,94,Tuesday,April,Spring
3/28/2024,7,8,15504,Wind,88,Thursday,March,Spring
12/23/2022,0,1,11216,Wind,357,Friday,December,Winter
4/27/2025,22,23,3364,Wind,117,Sunday,April,Spring
4/20/2020,0,1,5506,Wind,111,Monday,April,Spring
10/17/2022,12,13,6996,Wind,290,Monday,October,Fall
1/2/2025,0,1,12035,Wind,2,Thursday,January,Winter
7/24/2020,15,16,6901,Solar,206,Friday,July,Summer
11/21/2020,10,11,4830,Wind,326,Saturday,November,Fall
8/22/2022,19,20,2515,Wind,234,Monday,August,Summer
12/29/2022,4,5,11261,Wind,363,Thursday,December,Winter
11/11/2022,23,0,4623,Wind,315,Friday,November,Fall
7/15/2021,23,0,5085,Wind,196,Thursday,July,Summer
6/29/2020,18,19,8918,Wind,181,Monday,June,Summer
11/2/2020,17,18,8515,Wind,307,Monday,November,Fall
6/8/2022,14,15,10122,Wind,159,Wednesday,June,Summer
11/27/2020,1,2,1637,Wind,332,Friday,November,Fall
3/1/2022,18,19,1775,Wind,60,Tuesday,March,Spring
8/19/2025,16,17,6355,Solar,231,Tuesday,August,Summer
11/13/2022,22,23,2673,Wind,317,Sunday,November,Fall
11/6/2025,21,22,2696,Wind,310,Thursday,November,Fall
7/13/2022,12,13,6334,Solar,194,Wednesday,July,Summer
12/27/2021,9,10,8156,Wind,361,Monday,December,Winter
10/25/2021,20,21,3029,Wind,298,Monday,October,Fall
9/12/2023,4,5,705,Wind,255,Tuesday,September,Fall
4/2/2023,4,5,8890,Wind,92,Sunday,April,Spring
9/28/2021,2,3,2108,Wind,271,Tuesday,September,Fall
5/17/2024,14,15,7184,Solar,138,Friday,May,Spring
11/13/2025,1,2,12913,Wind,317,Thursday,November,Fall
10/13/2020,16,17,5579,Wind,287,Tuesday,October,Fall
2/17/2021,22,23,7964,Wind,48,Wednesday,February,Winter
10/9/2020,18,19,3322,Wind,283,Friday,October,Fall
2/19/2025,20,21,7629,Wind,50,Wednesday,February,Winter
11/16/2021,16,17,1087,Wind,320,Tuesday,November,Fall
12/30/2020,23,0,5476,Wind,365,Wednesday,December,Winter
7/14/2022,14,15,8923,Solar,195,Thursday,July,Summer
3/19/2023,13,14,7895,Wind,78,Sunday,March,Spring
7/24/2024,11,12,6845,Solar,206,Wednesday,July,Summer
10/31/2024,20,21,1073,Wind,305,Thursday,October,Fall
5/9/2023,19,20,7431,Wind,129,Tuesday,May,Spring
3/9/2021,6,7,2088,Wind,68,Tuesday,March,Spring
5/6/2024,20,21,3270,Wind,127,Monday,May,Spring
10/26/2022,17,18,3223,Wind,299,Wednesday,October,Fall
12/7/2021,12,13,11221,Wind,341,Tuesday,December,Winter
5/5/2024,23,0,2081,Wind,126,Sunday,May,Spring
4/23/2023,18,19,14741,Wind,113,Sunday,April,Spring
11/2/2022,19,20,7737,Wind,306,Wednesday,November,Fall
3/14/2021,15,16,13538,Wind,73,Sunday,March,Spring
11/29/2021,10,11,3702,Wind,333,Monday,November,Fall
6/14/2025,14,15,4546,Solar,165,Saturday,June,Summer
4/28/2024,9,10,7916,Wind,119,Sunday,April,Spring
5/13/2020,1,2,3264,Wind,134,Wednesday,May,Spring
6/4/2025,16,17,8625,Solar,155,Wednesday,June,Summer
6/23/2024,12,13,4144,Solar,175,Sunday,June,Summer
1/24/2024,10,11,15539,Wind,24,Wednesday,January,Winter
10/14/2021,4,5,1720,Wind,287,Thursday,October,Fall
10/8/2021,23,0,5380,Wind,281,Friday,October,Fall
3/17/2023,23,0,6418,Wind,76,Friday,March,Spring
8/28/2023,5,6,2801,Wind,240,Monday,August,Summer
9/7/2022,12,13,7186,Solar,250,Wednesday,September,Fall
12/23/2023,11,12,15819,Wind,357,Saturday,December,Winter
8/5/2023,10,11,11382,Wind,217,Saturday,August,Summer
5/28/2023,23,0,9894,Wind,148,Sunday,May,Spring
7/20/2022,1,2,3765,Wind,201,Wednesday,July,Summer
1/18/2023,2,3,4661,Wind,18,Wednesday,January,Winter
9/29/2024,2,3,1731,Wind,273,Sunday,September,Fall
2/23/2024,12,13,16403,Wind,54,Friday,February,Winter
10/4/2021,23,0,7024,Wind,277,Monday,October,Fall
10/20/2025,0,1,13425,Wind,293,Monday,October,Fall
3/24/2023,8,9,12405,Wind,83,Friday,March,Spring
7/23/2020,18,19,1954,Solar,205,Thursday,July,Summer
5/13/2020,23,0,7165,Wind,134,Wednesday,May,Spring
9/6/2022,23,0,2214,Wind,249,Tuesday,September,Fall
2/17/2021,7,8,7775,Wind,48,Wednesday,February,Winter
5/29/2021,12,13,6169,Solar,149,Saturday,May,Spring
7/25/2024,21,22,2257,Wind,207,Thursday,July,Summer
4/16/2022,20,21,6001,Wind,106,Saturday,April,Spring
7/28/2020,5,6,4107,Wind,210,Tuesday,July,Summer
5/31/2021,19,20,3587,Wind,151,Monday,May,Spring
6/27/2024,21,22,4170,Wind,179,Thursday,June,Summer
10/23/2021,22,23,3701,Wind,296,Saturday,October,Fall
11/22/2022,20,21,10307,Wind,326,Tuesday,November,Fall
3/26/2020,20,21,4960,Wind,86,Thursday,March,Spring
8/9/2020,7,8,963,Wind,222,Sunday,August,Summer
11/23/2025,22,23,6568,Wind,327,Sunday,November,Fall
6/17/2022,3,4,3147,Wind,168,Friday,June,Summer
9/6/2020,6,7,1309,Wind,250,Sunday,September,Fall
1/8/2023,12,13,13363,Wind,8,Sunday,January,Winter
5/27/2020,2,3,4422,Wind,148,Wednesday,May,Spring
12/29/2023,12,13,15941,Wind,363,Friday,December,Winter
1/6/2022,3,4,2846,Wind,6,Thursday,January,Winter
3/8/2025,0,1,10805,Wind,67,Saturday,March,Spring
6/25/2023,16,17,8815,Solar,176,Sunday,June,Summer
10/31/2023,12,13,11825,Wind,304,Tuesday,October,Fall
4/18/2021,7,8,2893,Wind,108,Sunday,April,Spring
5/5/2020,14,15,6849,Wind,126,Tuesday,May,Spring
5/3/2023,9,10,7624,Solar,123,Wednesday,May,Spring
9/3/2023,19,20,5905,Wind,246,Sunday,September,Fall
10/25/2024,21,22,1798,Wind,299,Friday,October,Fall
5/11/2022,6,7,3550,Wind,131,Wednesday,May,Spring
1/30/2025,14,15,8803,Wind,30,Thursday,January,Winter
4/29/2020,5,6,4808,Wind,120,Wednesday,April,Spring
4/3/2020,5,6,2053,Wind,94,Friday,April,Spring
5/14/2020,1,2,7248,Wind,135,Thursday,May,Spring
8/22/2020,9,10,7218,Wind,235,Saturday,August,Summer
4/24/2021,19,20,6192,Wind,114,Saturday,April,Spring
6/26/2025,17,18,14166,Wind,177,Thursday,June,Summer
10/7/2020,20,21,4044,Wind,281,Wednesday,October,Fall
2/11/2020,13,14,14541,Wind,42,Tuesday,February,Winter
10/21/2024,23,0,6386,Wind,295,Monday,October,Fall
8/7/2022,8,9,5411,Wind,219,Sunday,August,Summer
1/8/2021,7,8,1043,Wind,8,Friday,January,Winter
3/27/2020,12,13,5875,Solar,87,Friday,March,Spring
9/14/2022,13,14,6213,Solar,257,Wednesday,September,Fall
2/9/2021,17,18,5404,Wind,40,Tuesday,February,Winter
4/25/2021,5,6,8275,Wind,115,Sunday,April,Spring
12/20/2022,1,2,13886,Wind,354,Tuesday,December,Winter
3/15/2023,8,9,3420,Wind,74,Wednesday,March,Spring
1/9/2024,18,19,3646,Wind,9,Tuesday,January,Winter
6/5/2021,15,16,5731,Solar,156,Saturday,June,Summer
11/28/2024,22,23,4321,Wind,333,Thursday,November,Fall
4/28/2020,3,4,3006,Wind,119,Tuesday,April,Spring
10/8/2025,2,3,730,Wind,281,Wednesday,October,Fall
7/24/2025,12,13,8701,Solar,205,Thursday,July,Summer
5/18/2021,20,21,3351,Wind,138,Tuesday,May,Spring
4/7/2023,6,7,1998,Wind,97,Friday,April,Spring
2/28/2022,18,19,2179,Wind,59,Monday,February,Winter
11/3/2023,23,0,10599,Wind,307,Friday,November,Fall
4/28/2021,23,0,2245,Wind,118,Wednesday,April,Spring
10/22/2023,19,20,1963,Wind,295,Sunday,October,Fall
12/4/2023,16,17,14332,Wind,338,Monday,December,Winter
3/12/2023,10,11,11363,Wind,71,Sunday,March,Spring
6/10/2024,16,17,9028,Wind,162,Monday,June,Summer
12/7/2023,7,8,7243,Wind,341,Thursday,December,Winter
1/11/2020,13,14,6243,Wind,11,Saturday,January,Winter
6/20/2022,18,19,6057,Wind,171,Monday,June,Summer
12/9/2021,12,13,6822,Wind,343,Thursday,December,Winter
10/22/2021,4,5,2148,Wind,295,Friday,October,Fall
8/18/2023,12,13,7556,Solar,230,Friday,August,Summer
8/26/2020,15,16,10494,Wind,239,Wednesday,August,Summer
5/17/2023,1,2,7393,Wind,137,Wednesday,May,Spring
12/10/2024,14,15,9436,Wind,345,Tuesday,December,Winter
9/4/2023,16,17,10840,Wind,247,Monday,September,Fall
6/15/2023,21,22,2306,Wind,166,Thursday,June,Summer
1/12/2021,6,7,12614,Wind,12,Tuesday,January,Winter
4/23/2021,7,8,5325,Wind,113,Friday,April,Spring
5/28/2020,21,22,4838,Wind,149,Thursday,May,Spring
4/17/2023,0,1,3728,Wind,107,Monday,April,Spring
1/12/2020,6,7,7023,Wind,12,Sunday,January,Winter
11/29/2024,4,5,7114,Wind,334,Friday,November,Fall
4/28/2025,20,21,4319,Wind,118,Monday,April,Spring
6/10/2020,10,11,3435,Solar,162,Wednesday,June,Summer
2/15/2025,17,18,3299,Wind,46,Saturday,February,Winter
3/25/2023,18,19,9938,Wind,84,Saturday,March,Spring
10/4/2021,19,20,4512,Wind,277,Monday,October,Fall
8/3/2023,6,7,11952,Wind,215,Thursday,August,Summer
8/27/2022,1,2,2886,Wind,239,Saturday,August,Summer
2/8/2021,17,18,1809,Wind,39,Monday,February,Winter
2/5/2023,16,17,10704,Wind,36,Sunday,February,Winter
4/27/2021,21,22,1594,Wind,117,Tuesday,April,Spring
12/8/2021,1,2,10646,Wind,342,Wednesday,December,Winter
9/29/2022,21,22,1181,Wind,272,Thursday,September,Fall
8/14/2025,0,1,3432,Wind,226,Thursday,August,Summer
8/12/2023,8,9,2514,Wind,224,Saturday,August,Summer
4/25/2022,0,1,3834,Wind,115,Monday,April,Spring
3/12/2025,6,7,2812,Wind,71,Wednesday,March,Spring
1/2/2023,23,0,4165,Wind,2,Monday,January,Winter
6/23/2021,23,0,2524,Wind,174,Wednesday,June,Summer
1/27/2024,14,15,5047,Solar,27,Saturday,January,Winter
4/19/2022,12,13,5004,Solar,109,Tuesday,April,Spring
11/2/2020,6,7,11975,Wind,307,Monday,November,Fall
2/25/2025,22,23,11904,Wind,56,Tuesday,February,Winter
9/30/2025,4,5,1402,Wind,273,Tuesday,September,Fall
3/18/2023,22,23,3908,Wind,77,Saturday,March,Spring
11/25/2020,7,8,6287,Wind,330,Wednesday,November,Fall
11/11/2020,15,16,3805,Wind,316,Wednesday,November,Fall
5/26/2022,5,6,3427,Wind,146,Thursday,May,Spring
4/27/2020,20,21,2041,Wind,118,Monday,April,Spring
7/26/2021,6,7,1744,Wind,207,Monday,July,Summer
7/1/2024,7,8,2190,Wind,183,Monday,July,Summer
10/13/2022,12,13,6261,Wind,286,Thursday,October,Fall
4/9/2021,18,19,5113,Wind,99,Friday,April,Spring
10/10/2021,0,1,2713,Wind,283,Sunday,October,Fall
4/22/2023,11,12,8274,Wind,112,Saturday,April,Spring
1/22/2022,23,0,1705,Wind,22,Saturday,January,Winter
10/6/2024,21,22,8155,Wind,280,Sunday,October,Fall
5/4/2020,4,5,772,Wind,125,Monday,May,Spring
11/6/2022,5,6,7347,Wind,310,Sunday,November,Fall
8/16/2024,12,13,8933,Solar,229,Friday,August,Summer
12/15/2020,16,17,2633,Wind,350,Tuesday,December,Winter
1/4/2021,19,20,3018,Wind,4,Monday,January,Winter
2/17/2022,15,16,14562,Wind,48,Thursday,February,Winter
2/22/2020,7,8,8585,Wind,53,Saturday,February,Winter
2/3/2025,12,13,6618,Solar,34,Monday,February,Winter
5/16/2022,12,13,7824,Solar,136,Monday,May,Spring
3/20/2025,15,16,8861,Wind,79,Thursday,March,Spring
10/8/2021,17,18,6180,Wind,281,Friday,October,Fall
1/11/2025,4,5,2047,Wind,11,Saturday,January,Winter
10/29/2024,3,4,1443,Wind,303,Tuesday,October,Fall
5/25/2021,8,9,9963,Wind,145,Tuesday,May,Spring
4/20/2022,18,19,4079,Wind,110,Wednesday,April,Spring
7/28/2023,20,21,4401,Wind,209,Friday,July,Summer
1/25/2022,8,9,376,Wind,25,Tuesday,January,Winter
11/12/2024,0,1,8295,Wind,317,Tuesday,November,Fall
7/2/2021,4,5,524,Wind,183,Friday,July,Summer
4/30/2022,22,23,4244,Wind,120,Saturday,April,Spring
3/18/2024,6,7,2178,Wind,78,Monday,March,Spring
12/28/2023,23,0,13532,Wind,362,Thursday,December,Winter
4/4/2023,22,23,4225,Wind,94,Tuesday,April,Spring
6/19/2022,19,20,7351,Wind,170,Sunday,June,Summer
10/27/2021,12,13,5370,Solar,300,Wednesday,October,Fall
1/24/2025,16,17,14158,Wind,24,Friday,January,Winter
6/22/2021,21,22,3591,Wind,173,Tuesday,June,Summer
7/25/2021,18,19,5105,Wind,206,Sunday,July,Summer
12/1/2021,7,8,13835,Wind,335,Wednesday,December,Winter
3/1/2020,20,21,8419,Wind,61,Sunday,March,Spring
3/28/2024,4,5,14967,Wind,88,Thursday,March,Spring
1/3/2020,22,23,4207,Wind,3,Friday,January,Winter
11/25/2024,23,0,6573,Wind,330,Monday,November,Fall
5/5/2023,15,16,8449,Solar,125,Friday,May,Spring
4/27/2025,5,6,4156,Wind,117,Sunday,April,Spring
5/21/2024,17,18,6724,Solar,142,Tuesday,May,Spring
10/17/2023,18,19,7943,Wind,290,Tuesday,October,Fall
5/15/2023,15,16,12236,Wind,135,Monday,May,Spring
4/20/2024,7,8,6623,Wind,111,Saturday,April,Spring
4/28/2024,21,22,3181,Wind,119,Sunday,April,Spring
6/17/2022,8,9,3818,Wind,168,Friday,June,Summer
3/26/2021,16,17,10584,Wind,85,Friday,March,Spring
10/7/2023,7,8,2231,Wind,280,Saturday,October,Fall
2/2/2025,13,14,5898,Solar,33,Sunday,February,Winter
7/28/2025,6,7,3946,Wind,209,Monday,July,Summer
10/25/2025,8,9,12427,Wind,298,Saturday,October,Fall
12/2/2020,3,4,4378,Wind,337,Wednesday,December,Winter
6/10/2022,10,11,6486,Solar,161,Friday,June,Summer
11/17/2024,19,20,5733,Wind,322,Sunday,November,Fall
11/13/2022,23,0,3184,Wind,317,Sunday,November,Fall
6/17/2024,23,0,2344,Wind,169,Monday,June,Summer
10/27/2020,4,5,5881,Wind,301,Tuesday,October,Fall
5/6/2025,22,23,9412,Wind,126,Tuesday,May,Spring
7/1/2023,6,7,7665,Wind,182,Saturday,July,Summer
11/10/2023,0,1,12598,Wind,314,Friday,November,Fall
7/4/2024,15,16,8892,Wind,186,Thursday,July,Summer
6/15/2021,2,3,2314,Wind,166,Tuesday,June,Summer
8/9/2025,2,3,1411,Wind,221,Saturday,August,Summer
10/18/2023,8,9,11434,Wind,291,Wednesday,October,Fall
5/23/2022,15,16,11353,Wind,143,Monday,May,Spring
9/27/2020,6,7,11628,Wind,271,Sunday,September,Fall
4/15/2021,0,1,5536,Wind,105,Thursday,April,Spring
11/5/2023,18,19,13494,Wind,309,Sunday,November,Fall
11/3/2022,23,0,10983,Wind,307,Thursday,November,Fall
5/2/2021,11,12,4597,Solar,122,Sunday,May,Spring
2/20/2024,1,2,3775,Wind,51,Tuesday,February,Winter
7/11/2024,15,16,6569,Solar,193,Thursday,July,Summer
10/23/2025,2,3,18020,Wind,296,Thursday,October,Fall
6/26/2021,10,11,3463,Solar,177,Saturday,June,Summer
1/26/2023,7,8,2785,Wind,26,Thursday,January,Winter
4/21/2024,5,6,5440,Wind,112,Sunday,April,Spring
2/7/2024,20,21,10078,Wind,38,Wednesday,February,Winter
11/19/2023,19,20,12727,Wind,323,Sunday,November,Fall
1/14/2020,5,6,11947,Wind,14,Tuesday,January,Winter
10/10/2025,10,11,6209,Solar,283,Friday,October,Fall
5/6/2020,12,13,5389,Solar,127,Wednesday,May,Spring
6/11/2023,17,18,5511,Solar,162,Sunday,June,Summer
7/10/2020,11,12,5812,Wind,192,Friday,July,Summer
8/6/2023,18,19,12828,Wind,218,Sunday,August,Summer
9/28/2022,12,13,6478,Solar,271,Wednesday,September,Fall
4/17/2025,21,22,2201,Wind,107,Thursday,April,Spring
2/28/2023,22,23,7116,Wind,59,Tuesday,February,Winter
8/17/2020,16,17,6027,Wind,230,Monday,August,Summer
5/13/2021,16,17,4826,Solar,133,Thursday,May,Spring
8/28/2020,16,17,8440,Wind,241,Friday,August,Summer
2/28/2021,1,2,8031,Wind,59,Sunday,February,Winter
3/22/2024,10,11,7476,Solar,82,Friday,March,Spring
5/4/2022,20,21,1854,Wind,124,Wednesday,May,Spring
9/27/2022,12,13,12571,Wind,270,Tuesday,September,Fall
8/8/2025,2,3,1497,Wind,220,Friday,August,Summer
7/20/2021,20,21,2246,Wind,201,Tuesday,July,Summer
11/6/2023,16,17,9657,Wind,310,Monday,November,Fall
10/9/2022,18,19,2019,Wind,282,Sunday,October,Fall
3/3/2021,17,18,1043,Wind,62,Wednesday,March,Spring
6/27/2021,0,1,3833,Wind,178,Sunday,June,Summer
5/27/2024,12,13,6999,Solar,148,Monday,May,Spring
10/26/2021,18,19,2863,Wind,299,Tuesday,October,Fall
7/31/2020,15,16,5827,Solar,213,Friday,July,Summer
3/27/2023,16,17,7513,Solar,86,Monday,March,Spring
10/8/2023,8,9,1493,Wind,281,Sunday,October,Fall
7/4/2020,14,15,12039,Wind,186,Saturday,July,Summer
1/29/2025,23,0,6217,Wind,29,Wednesday,January,Winter
4/20/2025,23,0,4459,Wind,110,Sunday,April,Spring
9/11/2022,7,8,587,Wind,254,Sunday,September,Fall
2/15/2020,15,16,10985,Wind,46,Saturday,February,Winter
5/14/2025,23,0,6132,Wind,134,Wednesday,May,Spring
3/5/2021,10,11,7772,Wind,64,Friday,March,Spring
10/26/2023,1,2,4909,Wind,299,Thursday,October,Fall
10/24/2025,1,2,14684,Wind,297,Friday,October,Fall
10/27/2023,2,3,8268,Wind,300,Friday,October,Fall
6/16/2025,15,16,10527,Solar,167,Monday,June,Summer
1/7/2020,3,4,3967,Wind,7,Tuesday,January,Winter
7/22/2025,0,1,7645,Wind,203,Tuesday,July,Summer
3/15/2023,9,10,4554,Solar,74,Wednesday,March,Spring
10/6/2020,11,12,11671,Wind,280,Tuesday,October,Fall
10/15/2024,7,8,3772,Wind,289,Tuesday,October,Fall
2/18/2025,19,20,11327,Wind,49,Tuesday,February,Winter
11/25/2020,14,15,4090,Wind,330,Wednesday,November,Fall
5/22/2024,23,0,3024,Wind,143,Wednesday,May,Spring
1/22/2021,10,11,3354,Wind,22,Friday,January,Winter
9/10/2023,16,17,6517,Solar,253,Sunday,September,Fall
2/14/2020,19,20,4429,Wind,45,Friday,February,Winter
1/11/2022,12,13,5018,Solar,11,Tuesday,January,Winter
4/6/2022,10,11,7764,Wind,96,Wednesday,April,Spring
12/19/2020,10,11,10892,Wind,354,Saturday,December,Winter
1/24/2023,12,13,6696,Wind,24,Tuesday,January,Winter
7/1/2021,18,19,3022,Solar,182,Thursday,July,Summer
10/25/2024,12,13,6893,Wind,299,Friday,October,Fall
11/14/2021,12,13,4665,Wind,318,Sunday,November,Fall
4/17/2021,4,5,4834,Wind,107,Saturday,April,Spring
8/6/2024,22,23,2097,Wind,219,Tuesday,August,Summer
8/23/2024,2,3,9509,Wind,236,Friday,August,Summer
2/26/2023,17,18,18051,Wind,57,Sunday,February,Winter
1/7/2023,5,6,10262,Wind,7,Saturday,January,Winter
6/3/2020,23,0,3683,Wind,155,Wednesday,June,Summer
10/11/2024,17,18,3556,Solar,285,Friday,October,Fall
9/26/2020,9,10,11246,Wind,270,Saturday,September,Fall
6/11/2020,22,23,3909,Wind,163,Thursday,June,Summer
1/28/2020,10,11,12987,Wind,28,Tuesday,January,Winter
1/21/2025,0,1,1210,Wind,21,Tuesday,January,Winter
2/7/2023,11,12,9517,Wind,38,Tuesday,February,Winter
8/17/2024,22,23,2408,Wind,230,Saturday,August,Summer
4/7/2020,19,20,1971,Wind,98,Tuesday,April,Spring
11/18/2021,8,9,1817,Wind,322,Thursday,November,Fall
10/19/2020,18,19,6659,Wind,293,Monday,October,Fall
10/13/2025,17,18,9362,Wind,286,Monday,October,Fall
1/18/2024,8,9,7755,Wind,18,Thursday,January,Winter
12/9/2020,3,4,2518,Wind,344,Wednesday,December,Winter
5/18/2022,11,12,5814,Solar,138,Wednesday,May,Spring
11/26/2021,14,15,12653,Wind,330,Friday,November,Fall
4/21/2022,4,5,3354,Wind,111,Thursday,April,Spring
11/16/2021,17,18,997,Wind,320,Tuesday,November,Fall
3/3/2025,2,3,3177,Wind,62,Monday,March,Spring
11/15/2021,22,23,1190,Wind,319,Monday,November,Fall
1/28/2024,22,23,9203,Wind,28,Sunday,January,Winter
11/24/2020,15,16,3478,Wind,329,Tuesday,November,Fall
12/28/2020,10,11,8666,Wind,363,Monday,December,Winter
5/26/2021,17,18,8501,Wind,146,Wednesday,May,Spring
3/20/2023,12,13,8613,Solar,79,Monday,March,Spring
9/29/2023,0,1,6503,Wind,272,Friday,September,Fall
5/28/2024,12,13,12992,Wind,149,Tuesday,May,Spring
5/7/2023,4,5,1644,Wind,127,Sunday,May,Spring
3/7/2020,13,14,5851,Wind,67,Saturday,March,Spring
8/21/2025,18,19,9974,Wind,233,Thursday,August,Summer
8/16/2023,7,8,2047,Wind,228,Wednesday,August,Summer
11/14/2020,17,18,9187,Wind,319,Saturday,November,Fall
6/9/2024,9,10,2265,Solar,161,Sunday,June,Summer
4/28/2024,14,15,7361,Wind,119,Sunday,April,Spring
10/20/2025,1,2,13116,Wind,293,Monday,October,Fall
6/10/2025,22,23,1822,Wind,161,Tuesday,June,Summer
8/25/2022,10,11,4870,Solar,237,Thursday,August,Summer
7/11/2025,13,14,13057,Solar,192,Friday,July,Summer
6/19/2020,8,9,2120,Solar,171,Friday,June,Summer
10/2/2023,1,2,2511,Wind,275,Monday,October,Fall
12/24/2024,6,7,3087,Wind,359,Tuesday,December,Winter
6/21/2024,18,19,8537,Wind,173,Friday,June,Summer
11/10/2024,3,4,699,Wind,315,Sunday,November,Fall
6/9/2024,16,17,4699,Solar,161,Sunday,June,Summer
9/16/2020,10,11,2486,Solar,260,Wednesday,September,Fall
4/19/2020,0,1,1476,Wind,110,Sunday,April,Spring
5/22/2020,4,5,3981,Wind,143,Friday,May,Spring
1/13/2021,14,15,8363,Wind,13,Wednesday,January,Winter
8/26/2020,22,23,2102,Wind,239,Wednesday,August,Summer
1/3/2023,15,16,9035,Wind,3,Tuesday,January,Winter
6/1/2024,0,1,6325,Wind,153,Saturday,June,Summer
12/27/2021,4,5,4859,Wind,361,Monday,December,Winter
3/10/2020,19,20,11560,Wind,70,Tuesday,March,Spring
1/12/2024,10,11,7101,Wind,12,Friday,January,Winter
5/13/2025,3,4,778,Wind,133,Tuesday,May,Spring
7/11/2023,12,13,9090,Solar,192,Tuesday,July,Summer
5/2/2024,22,23,10099,Wind,123,Thursday,May,Spring
4/11/2024,15,16,7830,Solar,102,Thursday,April,Spring
4/2/2024,3,4,12881,Wind,93,Tuesday,April,Spring
1/5/2020,20,21,1866,Wind,5,Sunday,January,Winter
5/6/2025,2,3,10973,Wind,126,Tuesday,May,Spring
11/1/2024,11,12,5193,Solar,306,Friday,November,Fall
11/5/2021,11,12,4471,Solar,309,Friday,November,Fall
1/23/2022,14,15,5443,Solar,23,Sunday,January,Winter
7/12/2021,6,7,2449,Wind,193,Monday,July,Summer
12/17/2021,9,10,7522,Wind,351,Friday,December,Winter
4/12/2025,10,11,9316,Wind,102,Saturday,April,Spring
12/2/2022,22,23,6777,Wind,336,Friday,December,Winter
12/26/2023,15,16,4387,Wind,360,Tuesday,December,Winter
1/11/2024,22,23,7264,Wind,11,Thursday,January,Winter
1/30/2022,8,9,1935,Wind,30,Sunday,January,Winter
5/9/2021,0,1,6909,Wind,129,Sunday,May,Spring
6/8/2024,8,9,3057,Solar,160,Saturday,June,Summer
1/3/2022,3,4,9945,Wind,3,Monday,January,Winter
3/23/2021,2,3,2209,Wind,82,Tuesday,March,Spring
12/24/2020,6,7,10656,Wind,359,Thursday,December,Winter
10/10/2024,19,20,3695,Wind,284,Thursday,October,Fall
5/6/2023,12,13,6882,Solar,126,Saturday,May,Spring
6/26/2021,4,5,185,Wind,177,Saturday,June,Summer
9/17/2025,21,22,2855,Wind,260,Wednesday,September,Fall
4/24/2023,16,17,9691,Wind,114,Monday,April,Spring
9/6/2020,10,11,3044,Solar,250,Sunday,September,Fall
9/6/2023,5,6,2295,Wind,249,Wednesday,September,Fall
4/17/2020,2,3,2140,Wind,108,Friday,April,Spring
3/20/2025,16,17,7679,Wind,79,Thursday,March,Spring
7/16/2021,11,12,6977,Wind,197,Friday,July,Summer
3/18/2025,10,11,15177,Wind,77,Tuesday,March,Spring
9/25/2025,17,18,4486,Wind,268,Thursday,September,Fall
2/22/2024,23,0,15643,Wind,53,Thursday,February,Winter
6/20/2022,13,14,7456,Solar,171,Monday,June,Summer
6/12/2022,8,9,3007,Solar,163,Sunday,June,Summer
3/9/2023,18,19,13804,Wind,68,Thursday,March,Spring
5/9/2022,6,7,2226,Wind,129,Monday,May,Spring
5/5/2024,7,8,2579,Wind,126,Sunday,May,Spring
12/4/2023,7,8,13712,Wind,338,Monday,December,Winter
8/4/2023,14,15,9711,Solar,216,Friday,August,Summer
4/6/2020,3,4,8031,Wind,97,Monday,April,Spring
9/15/2024,5,6,3382,Wind,259,Sunday,September,Fall
4/5/2021,3,4,3346,Wind,95,Monday,April,Spring
1/27/2024,3,4,2096,Wind,27,Saturday,January,Winter
3/12/2023,4,5,6830,Wind,71,Sunday,March,Spring
6/8/2022,21,22,6976,Wind,159,Wednesday,June,Summer
2/17/2021,13,14,11476,Wind,48,Wednesday,February,Winter
8/16/2020,1,2,2149,Wind,229,Sunday,August,Summer
7/7/2020,12,13,5078,Solar,189,Tuesday,July,Summer
10/31/2023,13,14,12274,Wind,304,Tuesday,October,Fall
2/11/2024,20,21,8630,Wind,42,Sunday,February,Winter
